path	source commit	classification	reason	baseline already has it?	release candidate needs it?	runtime impact	migration impact	owner-approved Staff feature
src/lib/attendance/overtime-service.ts	baa0f96 narrow file/hunk extraction	STAFF_SHARED_BACKEND	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Timesheet & OT
src/lib/attendance/p2-service.ts	baa0f96 narrow file/hunk extraction	STAFF_SHARED_BACKEND	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Attendance / Corrections
src/lib/attendance/punch-service.ts	baa0f96 narrow file/hunk extraction	STAFF_SHARED_BACKEND	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Attendance / Corrections
src/lib/attendance/read-service.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_SHARED_BACKEND	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Attendance / Corrections
src/lib/attendance/resolution-read-service.ts	baa0f96 narrow file/hunk extraction	STAFF_SHARED_BACKEND	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Attendance / Corrections
src/lib/claim/presentation.ts	baa0f96 narrow file/hunk extraction	STAFF_SHARED_BACKEND	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Claims
src/lib/claim/service.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_SHARED_BACKEND	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Claims
src/lib/commission/read.ts	baa0f96 narrow file/hunk extraction	STAFF_SHARED_BACKEND	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Commission
src/lib/payroll/payslip-publication.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_SHARED_BACKEND	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	shared Staff read/write path	NONE	Payslips
src/lib/runtime-staff-app-logo.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/appearance-config.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/appearance.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/appointments.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Appointments
src/lib/staff-pwa/approval-history.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Approval Center
src/lib/staff-pwa/attendance-correction-eligibility.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_PWA	Approved Staff V2 content reconciled against c75 baseline contracts/tests	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Attendance / Corrections
src/lib/staff-pwa/attendance-corrections-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Attendance / Corrections
src/lib/staff-pwa/attendance-history-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Attendance / Corrections
src/lib/staff-pwa/client.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/commission-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Commission
src/lib/staff-pwa/home.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Home
src/lib/staff-pwa/leave-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Leave
src/lib/staff-pwa/navigation.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/overtime-approvals.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_PWA	Approved Staff V2 content reconciled against c75 baseline contracts/tests	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Timesheet & OT
src/lib/staff-pwa/profile-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Profile / Workplace
src/lib/staff-pwa/requests-hub.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/schedule-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Schedule
src/lib/staff-pwa/schedule.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Schedule
src/lib/staff-pwa/team-approvals.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Approval Center
src/lib/staff-pwa/time-hub.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
src/lib/staff-pwa/timesheet-v2.ts	baa0f96 narrow file/hunk extraction	STAFF_PWA	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Timesheet & OT
src/lib/staff-pwa/types.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_PWA	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	Staff PWA/branding	NONE	Staff PWA
tests/integration/attendance-phase1c-services.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/integration/attendance-resolution-workflow.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/integration/employee-correction-archive.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/integration/staff-manager-p2-projection.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/integration/staff-pay-read-only-correctness.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/claims-presentation.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Claims
tests/unit/employee-correction-archive.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/employee-timesheet-projection.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Timesheet & OT
tests/unit/payroll-p4d-unified-workflow.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	test-only	NONE	Pay
tests/unit/public-holiday-foundation.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/roster-shift-scheduling-phase1.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	test-only	NONE	Schedule
tests/unit/staff-android-home-manager-ux.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Home
tests/unit/staff-appointments.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	test-only	NONE	Appointments
tests/unit/staff-approval-center-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Approval Center
tests/unit/staff-approval-center-visual-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Approval Center
tests/unit/staff-attendance-approval-consistency.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/staff-attendance-corrections-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/staff-attendance-history-v2.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/staff-attendance-history.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/staff-browser-compatibility.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/staff-claims-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Claims
tests/unit/staff-commission-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Commission
tests/unit/staff-employee-otp-delivery-lifecycle.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Auth / Session
tests/unit/staff-employee-otp-transaction-timeout.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Auth / Session
tests/unit/staff-history-correction-cta.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/staff-home-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Home
tests/unit/staff-leave-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Leave
tests/unit/staff-manager-overtime-approval.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Timesheet & OT
tests/unit/staff-mobile-attendance-corrections.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Attendance / Corrections
tests/unit/staff-mobile-team-approvals.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	test-only	NONE	Approval Center
tests/unit/staff-pay-hub-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/staff-pay-read-only-correctness.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/staff-payslips-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Payslips
tests/unit/staff-profile-v2-contract.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Profile / Workplace
tests/unit/staff-profile-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Profile / Workplace
tests/unit/staff-pwa.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	YES	YES (provisional; migration-blocked)	test-only	NONE	Staff PWA
tests/unit/staff-requests-hub-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/staff-schedule-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Schedule
tests/unit/staff-surface.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/staff-time-hub-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Staff regression
tests/unit/staff-timesheet-v2.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Timesheet & OT
tests/unit/staff-timesheet.test.ts	MANUAL_RECONCILIATION after baa0f96 extraction	STAFF_TEST	Approved Staff V2 content reconciled against c75 baseline contracts/tests	YES	YES (provisional; migration-blocked)	test-only	NONE	Timesheet & OT
tests/unit/staff-twilio-verify.test.ts	baa0f96 narrow file/hunk extraction	STAFF_TEST	Approved Staff V2 delta isolated without wholesale monolith ancestry	NO	YES (provisional; migration-blocked)	test-only	NONE	Auth / Session
