# Staff V2 accepted-Testing → proposed-candidate diff manifest

Comparison: c75b5d31d311bbb15cd0a6590e24cc3d23e53bdf → 94db430d894d1ee0712ae4201e43505138cbcd06
Generated from git diff --name-status --find-renames. This is an audit manifest, not an approval of candidate scope.
Because the Production-compatible baseline is not proven, there is no fabricated chosen-baseline comparison.

Classification counts:

- BUILD CONFIG: 4
- DOC ONLY: 153
- MIGRATION: 8
- SHARED_DEPENDENCY_REQUIRED: 77
- STAFF_REQUIRED: 107
- TEST ONLY: 78
- UNRELATED / NOT APPROVED: 127

Status	Old path (rename only)	Path	Classification	Reason
A		scripts/prepare-approval-center-v2-browser-fixture.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-hr-payroll-core-acceptance.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-hr-payroll-five-role-uat.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-hr-payroll-fresh-e2e.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-staff-commission-v2-visual-fixtures.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-staff-pay-hub-v2-visual-fixtures.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-staff-payslips-v2-visual-fixtures.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-staff-profile-v2-visual-fixtures.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-testing-isolated-payroll-uat-business.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/prepare-testing-real-device-uat.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/repair-hr-payroll-fresh-e2e-devices.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/repair-hr-payroll-fresh-e2e-leave-policy.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
D		scripts/run-staff-app.mjs	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		scripts/verify-staff-payslips-v2-local.mjs	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/ai/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/business/settings/staff-app/actions.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/business/settings/staff-app/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/business/settings/staff-app/staff-app-appearance-editor.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/business/settings/staff-app/staff-app-appearance.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/approvals/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/attendance-settings/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/attendance/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/attendance/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/attendance/resolutions/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/attendance/resolutions/resolution.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/claims/claim-category-policy-form.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/claims/claims-filter-controls.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/claims/claims.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/claims/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/commission/commission.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/(business)/team/commission/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/commission/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/employees/[employeeId]/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/employees/actions.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/(business)/team/holidays/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/leave/leave.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/leave/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/payroll/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/payroll/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/payroll/runs/[runId]/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/payroll/runs/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/payroll/statutory/actions.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/people/[personId]/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/(business)/team/people/[personId]/payroll/actions.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/(business)/team/roster/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/(business)/team/time/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/(business)/team/time/page.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/(business)/team/time/time.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/api/ai/analyze/route.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/api/employee-appointments/route.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/app/api/employee-attendance/corrections/route.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/api/employee-attendance/exception/route.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/api/employee-auth/avatar/route.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/app/api/employee-auth/logout/route.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/app/api/local-uat/session/route.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/layout.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/app/staff/appointments/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/appointments/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/appointments/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/approvals/[domain]/[requestId]/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/approvals/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/approvals/history/[domain]/[sourceId]/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/approvals/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/approvals/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/commission/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/commission/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/commission/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/device/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/corrections/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/corrections/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/corrections/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/history/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/records/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/records/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/history/records/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/layout.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/leave/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/leave/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/leave/new/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/login/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/module-not-enabled/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/pay/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/pay/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/pay/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/payslips/[publicationId]/route.ts	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/payslips/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/payslips/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/payslips/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/profile/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/profile/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/profile/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/attendance-corrections/actions.ts	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/attendance-corrections/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/attendance-corrections/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/attendance-corrections/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/overtime/[finalResultId]/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/overtime/actions.ts	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/overtime/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/overtime/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/requests/overtime/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/requests/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/roster/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/roster/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/roster/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/select-workplace/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/app/staff/staff-consolidation.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/staff.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/timesheet/error.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/timesheet/loading.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/timesheet/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
D		src/app/staff/uat-sign-in/route.ts	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/staff/verify/page.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/app/uploads/staff-app-logos/[filename]/route.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/components/ai-business-chat.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/components/app-shell.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/components/ask-tetamu.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/components/employee-profile-payroll.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/components/hr-payroll-issue.module.css	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/components/hr-payroll-issue.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/components/payroll-workspace-nav.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/components/pwa-register.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/components/staff-pwa/mobile-approval-form.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/mobile-overtime-approval-form.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-app-icon.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-appointment-calendar.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-approval-center-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-approval-sheet.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-attendance-corrections-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-attendance-corrections-v2.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-attendance-history-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-auth.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-avatar-upload.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-claims.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-claims.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-commission-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-commission-v2.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-date-picker.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-date-picker.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-history.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-home-attendance-view.ts	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-home-overview.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-leave.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-leave.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-pay-hub-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-pay-hub-v2.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-payslips-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-payslips-v2.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-profile-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-profile.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-pwa-chrome.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-resolution-cases.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-schedule-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-schedule-v2.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-task-navigation.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-time-hub-legacy-redirect.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-time-hub.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-timesheet-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-timesheet-v2.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
M		src/components/staff-pwa/staff-today.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-v2-primitives.tsx	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/staff-pwa/staff-v2.module.css	STAFF_REQUIRED	Direct canonical Staff 3000 page, shell, component, asset, or PWA runtime.
A		src/components/time-workspace-nav.tsx	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
D		src/instrumentation-client.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/instrumentation.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/ai/context.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/lib/ai/intent.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/lib/ai/presentation.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/ai/prompt.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/ai/provider.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/ai/schema.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/ai/service.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/approvals/service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/branch-setting-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/branch-setting.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/branch-switch-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/cookie.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/device-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/errors.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/otp-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/provider.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/response.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/schemas.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-auth/selection-token.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/attendance/employee-correction-archive.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/employee-timesheet.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/exception-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/geofence.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
